school_id,school_name,enrollment,coverage,coverage_ci_low,coverage_ci_high,coverage_K,coverage_1,coverage_2,coverage_3,coverage_4,coverage_5,coverage_ci_low_K,coverage_ci_low_1,coverage_ci_low_2,coverage_ci_low_3,coverage_ci_low_4,coverage_ci_low_5,coverage_ci_high_K,coverage_ci_high_1,coverage_ci_high_2,coverage_ci_high_3,coverage_ci_high_4,coverage_ci_high_5,prob_below_95,tier
1323,Eastfield Global Magnet School,49,0.9825,,,0.9801,1,1,0.9756,0.983,0.9592,0.9622,0.962,0.963,0.9651,0.9678,0.9707,0.9924,0.9923,0.9925,0.9929,0.9934,0.994,,H
1324,Glenwood Elementary School,71,0.9734,,,0.9674,0.9683,0.9623,0.9577,0.9857,1,0.9495,0.9491,0.9506,0.9532,0.9567,0.9606,0.9814,0.9813,0.9818,0.9828,0.9841,0.9856,,H
1325,Harvest Tme Baptist Academy,4,0.9918,,,0.9505,1,1,,,,0.8398,0.8386,0.8422,,,,0.9935,0.9934,0.9936,,,,,H
1326,Marion Elementary School,54,0.977,,,0.9763,1,0.96,0.9259,1,1,0.9596,0.9592,0.9602,0.9624,0.9653,0.9685,0.9886,0.9885,0.9888,0.9894,0.9903,0.9911,,H
1329,Nebo Elementary School,53,0.9726,,,0.971,0.96,0.9623,0.9608,0.9811,1,0.953,0.9526,0.954,0.9565,0.9597,0.9634,0.9842,0.984,0.9845,0.9854,0.9865,0.9877,,H
1330,New Manna Christian School,18,0.9545,,,0.9591,0.9444,0.9444,1,1,0.875,0.9209,0.9206,0.9229,0.9268,0.9321,0.938,0.9843,0.9842,0.9846,0.9854,0.9866,0.9878,,H
1331,North Cove Elementary School,44,0.981,,,0.9787,1,0.9459,1,1,0.9615,0.9597,0.9592,0.96,0.9622,0.9651,0.9683,0.9916,0.9915,0.9918,0.9922,0.9928,0.9935,,H
1333,Pleasant Gardens Elementary School,47,0.9943,,,0.9878,1,1,1,0.9767,1,0.9749,0.9746,0.9752,0.9766,0.9784,0.9804,0.996,0.9959,0.9961,0.9963,0.9966,0.9969,,H
1334,West Marion Elementary School,60,0.9892,,,0.987,0.9818,0.9831,0.9833,1,1,0.9743,0.9741,0.9749,0.9763,0.9781,0.9801,0.9953,0.9952,0.9953,0.9956,0.9959,0.9963,,H
